age,income,credit_score,transaction_amount,num_transactions,region,account_type,is_fraud
47,42656.456848040274,571,138.7726477130357,3,west,savings,0
42,62791.475540138366,614,17.6457618238092,5,west,checking,0
41,46330.8911859053,628,2.9187920605669357,8,west,savings,0
18,49009.61951521052,570,38.21387378915111,4,east,savings,0
36,51830.60604208086,614,408.9422038443869,7,north,premium,0
23,49221.50978435207,541,15.29361917254349,5,south,savings,0
32,51741.86643719564,675,258.3889135900435,10,south,savings,0
48,46428.182186752005,825,188.84731305871668,8,west,checking,0
35,67594.91216818892,701,35.25457733409345,9,north,savings,0
18,49348.07124929971,672,98.87548481369623,15,south,checking,0
24,45359.420244131994,646,157.607486715995,7,east,savings,0
29,58697.34496021335,768,680.014101605163,6,north,savings,0
32,66238.57181589982,674,66.51276327608645,10,south,savings,0
44,60777.91110438549,727,300.3283787705841,3,west,premium,0
43,63161.63418483224,620,35.547267884864134,7,north,savings,0
43,74637.56267426957,850,50.68703439336134,5,north,premium,0
37,25025.622421545213,677,377.2035603061949,9,east,checking,0
32,37369.93399293156,592,28.31453109986327,7,north,savings,0
31,41242.72367321621,756,85.94936796784937,13,east,premium,0
39,36507.292276452165,770,177.24088953465446,8,south,savings,0
44,57441.97152474151,740,368.8831186813173,10,north,savings,0
50,56437.25354929483,616,93.53335110439546,11,east,savings,0
35,73258.67977208408,593,28.69256207040104,4,south,savings,0
37,53333.82908043525,683,173.94297282807844,9,north,checking,0
49,37764.40911064485,572,156.91048759407104,12,north,savings,0
24,78127.96094372173,692,139.52388595964237,11,north,checking,0
43,74520.37906772079,631,210.57578383544197,9,south,premium,0
27,60442.58393777574,750,110.94081399442479,12,east,checking,0
50,84041.7923255653,625,349.99778047462416,5,north,savings,0
49,99898.81621455336,786,221.21257533973238,10,west,premium,0
51,47505.89388932083,660,51.0492673110131,11,south,checking,0
50,47075.40101001633,442,105.64114020292664,9,east,savings,0
43,69304.28942417142,609,38.147595916469456,11,east,savings,0
24,51683.41202758848,604,436.27217326493866,8,south,savings,0
39,69152.16738783952,683,191.67225838534605,10,east,savings,0
43,68657.58862178659,623,91.31162308074332,4,north,savings,0
39,48447.14804360473,822,7.428807430485867,10,north,checking,0
33,72822.8900020972,774,148.20172671888048,11,east,savings,0
36,68737.11826788576,577,153.5283407213089,7,south,checking,0
38,52386.5028937889,608,62.434930293061356,7,east,savings,0
24,73929.15642141335,736,316.9676109189793,9,south,premium,0
41,103285.16005035712,480,189.88268280029953,10,west,savings,0
40,68367.49312632551,791,267.86137092050456,13,south,premium,0
33,35715.707608319295,665,65.67007464877824,9,east,checking,0
41,52347.84886227373,739,153.10198044549023,5,south,savings,0
46,49944.02795444333,739,170.80263520670664,16,north,savings,0
24,44985.05184025149,760,27.23107497966771,2,north,checking,1
49,65431.581673158704,629,33.82183090085468,14,south,premium,0
45,85787.93036089497,734,81.65342531424099,7,south,savings,0
45,59939.55291900405,716,261.15449010972446,4,east,savings,0
44,41643.46854597771,596,534.0377792118231,9,north,checking,0
42,64550.856532421916,724,178.58248091408169,4,south,checking,0
35,38518.912801173195,472,324.35973139949783,15,south,checking,0
27,69925.0055633829,850,128.8450618592096,9,west,savings,0
40,60002.54948088412,700,71.33637841873848,7,south,savings,0
36,48448.00471248997,707,327.01957353909023,6,west,savings,0
28,44710.98745067195,691,28.33066751320985,8,north,premium,0
52,62841.78367111847,736,71.12571883534882,12,west,checking,1
43,74152.8280272859,821,404.43629701294697,5,west,savings,0
31,76860.64814236021,756,277.5432033347997,6,south,checking,1
19,58694.42356016463,769,105.16059617701605,8,south,checking,0
26,60864.83166608015,650,119.19454809128116,11,west,savings,0
39,53410.71934932548,846,5.428906217632702,10,north,savings,0
32,42242.48785213617,708,181.33525217299393,4,west,savings,0
21,44000.813104567285,627,285.1026845212055,10,west,checking,0
37,76812.47823066989,658,192.9055957011473,6,south,savings,0
33,45581.28716688223,487,157.66076818149327,4,south,checking,0
30,79345.86091557803,748,251.0789860047355,10,north,premium,0
22,47296.008553189306,763,42.912674794700436,8,east,savings,0
38,31450.176125472037,525,346.1335846759945,9,south,premium,0
24,47347.322980218276,799,160.8367537995219,10,south,premium,0
32,60917.16092490165,685,50.54043711780695,9,north,premium,0
46,53504.602524245594,737,167.1458094142346,10,west,checking,0
47,63988.44254109943,724,172.22851936139955,6,north,checking,0
33,88796.45980378918,706,65.72685900528911,10,east,savings,0
18,60633.180810256206,685,283.47836102382627,12,south,savings,0
42,55852.883707675865,551,304.43615160262334,0,north,premium,1
25,48603.75003696774,635,412.8214007971491,11,south,checking,0
21,52657.876395740495,788,98.19732192813589,10,north,checking,0
42,80654.15237720759,529,27.25560046351699,14,east,checking,0
18,73508.78660799493,728,275.6762425094016,9,west,savings,0
42,80881.43435752596,752,102.63839438319837,8,south,savings,0
44,59815.07465449041,568,143.25045572343708,8,east,savings,0
40,46820.678828339784,794,653.8188435225014,3,south,savings,0
37,57177.118266282545,755,42.082744830736004,11,east,checking,0
33,52615.5040799448,792,140.5456588079938,10,south,checking,0
30,77630.8942921056,735,288.52622972640637,10,south,savings,0
24,67562.96761980477,694,254.45515849331764,10,south,checking,0
58,28341.38173279392,642,125.39114920536942,9,east,savings,0
30,38632.5767155613,842,301.7287910568378,13,west,savings,0
25,51983.67261631041,747,56.82060339244525,4,south,premium,0
34,81922.30674333102,740,102.19074220162265,7,north,savings,0
40,45997.17961466558,707,238.44263176661707,5,north,checking,0
45,58691.38481770639,632,76.3267566670644,7,north,checking,0
32,62223.79077126926,591,28.63118424105869,11,south,checking,0
33,64151.617218220825,534,29.405308118239944,6,west,checking,0
26,65277.73438041775,617,298.04275628668375,11,south,savings,0
32,47755.161400688776,680,46.25624378773823,8,west,checking,0
43,70712.7154552755,749,147.27109804480583,7,north,savings,0
34,46524.08514411295,650,75.41866117775722,16,west,savings,0
31,69894.78844842834,646,57.4446895067055,7,west,checking,0
36,50798.90754569828,586,267.7185148368333,7,west,savings,0
27,49288.264176638004,730,479.6784589618805,5,south,savings,0
18,55013.30461570656,706,184.90506083674492,11,north,checking,0
30,43684.90738376237,582,429.8682223046329,9,south,savings,0
18,62500.22990108842,684,20.313054942324975,6,north,savings,0
32,86822.31229092478,714,88.73455769894898,10,west,savings,0
39,22862.179714992388,677,560.6275382857376,6,north,savings,0
44,61529.35862918453,658,12.229167244238573,5,west,savings,0
40,20716.157053370225,615,171.46092380665198,12,south,savings,0
35,62217.292242023774,702,15.972960933189665,10,south,savings,0
24,24542.528459542154,614,120.08228941412202,10,south,savings,0
24,45729.42061395596,720,540.3883353202239,9,east,savings,0
32,58512.605542758036,676,42.358897098367514,13,south,checking,0
26,35596.335473253246,630,143.0528776294446,6,east,checking,0
25,57856.15256208689,423,40.36337803263743,9,north,savings,0
35,65672.30664144564,850,171.32257987899868,4,south,premium,0
26,67811.92313346907,651,58.6768435675061,8,north,savings,0
18,36189.14459190864,581,112.75172525694364,7,south,savings,0
32,67564.02792133046,599,297.9930539058876,8,south,savings,0
25,48060.96245408745,621,3.6754507818025166,13,south,savings,0
40,63963.523402603554,711,598.0855091922541,7,south,checking,0
47,72602.18006688748,750,7.677721347782597,9,east,checking,0
42,47789.4062860004,676,380.1416660369636,12,west,savings,0
39,62860.89745940823,747,29.704548366412073,7,west,savings,0
48,44922.46915050146,751,37.0677492156113,6,south,savings,0
25,38876.841398311175,688,160.11619165654363,8,south,checking,0
29,73489.45373608402,645,81.2208478647619,8,west,savings,0
36,35181.92192766111,624,244.12533050602667,10,south,savings,0
31,73481.61056086986,644,175.1965005915196,3,east,checking,0
36,71059.36716567,700,161.07732994663328,10,north,savings,0
31,37221.13661008019,758,127.85484848431402,9,west,checking,0
32,48569.9216816006,801,64.02832059715922,7,north,checking,0
30,55189.077882435224,538,85.67235140332853,8,west,savings,0
42,36653.14978390206,689,24.53683995520259,6,south,premium,0
33,56050.74984921023,615,7.262228615489332,11,west,premium,0
21,47347.288266966854,741,41.63109486199348,7,east,checking,0
33,51721.617604363026,593,650.0008658628465,8,east,savings,0
28,36163.54734827133,755,173.0889673385071,9,north,savings,0
49,39508.93615663666,787,147.45278948464232,10,south,checking,0
38,52256.78042887656,469,69.64297271623445,8,east,checking,0
47,62125.54172686084,796,125.20685432491906,13,north,savings,0
36,67936.84145673222,665,161.05762670960584,10,west,savings,1
44,27014.141464985736,625,20.829870826305797,7,south,savings,0
42,50636.85234372889,655,352.71540897154534,8,north,checking,0
40,86928.35759734042,669,130.86860996557508,6,north,savings,0
18,59915.57696060806,700,1.5484567971280412,9,west,checking,0
36,34172.210379054035,737,38.32188447090803,11,west,checking,0
48,45233.107244186824,683,89.53385627365496,8,south,savings,0
35,60136.137545305384,660,251.97996824051617,8,south,savings,0
46,69360.52728119829,622,56.76606948262846,10,west,savings,0
30,73703.5272550173,746,782.8479666813287,5,north,checking,0
31,83793.97016979175,638,3.3361537143589115,8,north,checking,0
41,62473.83054633453,641,27.262580958065108,6,east,savings,0
20,67542.30889111519,658,29.127321379829777,9,north,savings,0
51,82018.3633184088,526,3.332876736303192,14,north,checking,0
32,87049.93609525815,840,40.92054378291901,5,north,savings,0
48,55774.00900909624,654,131.09845357959335,6,west,savings,0
29,59788.99224748467,666,35.90224292525385,4,south,savings,0
42,83124.9264545153,612,87.65518106421403,10,south,savings,0
30,60540.2985910843,643,112.01251405895718,7,east,checking,0
19,45242.54231853431,692,97.46043158043604,10,north,premium,0
30,64200.70763765704,559,693.1179602846335,14,north,savings,0
33,50374.72035486364,639,6.3989244727784,13,north,savings,0
39,71088.32529259624,601,132.89416917401428,4,west,savings,0
27,48960.824670295005,754,24.15061316498939,4,south,premium,0
40,86935.70561189897,782,50.51165499910029,8,east,savings,0
32,55375.07342998584,700,114.34002409809713,12,east,checking,0
18,56350.46066046414,651,13.091240303342843,5,west,premium,0
44,60625.42182144346,650,88.97357908728252,10,north,savings,0
45,34662.17845365185,850,926.253702955131,8,north,savings,0
31,65750.91576591054,770,67.08841724438189,10,north,checking,0
33,72653.93536425577,774,45.84624371379769,4,east,premium,0
29,16462.27143676763,620,110.74637575422804,8,east,savings,0
38,53268.51958173279,674,296.46659520122745,4,west,checking,0
29,58578.41017664899,671,195.62944754296132,12,north,savings,0
43,53352.809269201745,555,92.45132709068893,12,east,savings,0
33,66939.8269213812,692,15.385285515064417,8,north,checking,0
22,50574.184166973326,816,113.48253675438497,16,north,checking,0
41,53719.41434894892,730,25.632901161315306,7,east,checking,0
39,56061.51059054793,660,360.4390116583292,6,north,checking,0
18,65610.34017536568,745,420.68486508072414,6,east,checking,0
36,41787.45842717873,822,52.11702654703478,14,north,savings,0
40,66600.71536934252,613,486.71963374531015,8,south,savings,0
34,42879.522449764314,673,56.517392692553436,5,south,checking,0
30,68618.74941641437,519,222.08493653525565,5,north,savings,0
47,51440.399765926566,622,48.367680678917,7,south,checking,0
28,28749.577785906018,774,89.40768296042008,9,north,savings,0
52,61105.639451348135,765,55.77808859074995,8,north,checking,0
27,50192.517124500315,794,213.97759006739275,10,east,checking,0
44,67787.66943087506,780,4.834742994574,7,east,savings,0
53,65326.92384349792,759,186.92111961720582,6,south,premium,0
22,72080.35503054681,629,30.195621152712235,9,east,checking,0
39,64556.34251781137,532,162.8023374481093,10,south,checking,0
27,70912.12464179624,706,177.69662762564758,11,south,savings,0
43,71647.43457613164,660,228.63448660233098,11,south,checking,0
49,72694.85301153453,812,98.03792996477571,7,north,premium,0
52,39460.97794668704,511,6.068740031965427,8,south,checking,0
45,67374.90114261772,696,65.8179966279926,9,east,checking,0
31,84166.66110965583,661,36.433514604338384,10,south,checking,1
42,48355.18983343003,631,389.8216941945772,9,west,savings,0
61,65357.027641507695,565,363.97047027327096,6,east,checking,0
47,80126.79789443791,752,150.24506234950317,6,north,savings,0
57,67857.75853453315,635,234.67990799962007,8,north,premium,0
46,45886.906529284526,666,37.223841621642826,7,east,savings,0
23,53347.949979037156,490,31.03868184377201,9,west,checking,0
32,77115.08606016659,769,43.614753269575274,16,south,premium,0
42,43110.69794439697,691,1.0,9,south,checking,0
25,69794.38578120832,709,247.1446168413462,11,south,savings,0
42,71866.68445859334,623,54.82467294284111,8,south,savings,0
18,64817.72883472359,681,107.72758628599337,6,south,savings,0
34,66764.54638305143,660,27.36698755567294,3,north,checking,0
41,60099.86358438153,847,499.8178820167875,5,north,checking,0
18,61906.870898632296,809,76.69569443564271,5,south,savings,0
40,58791.32726491657,791,78.58694775834161,14,north,checking,0
44,58501.866626950825,667,134.6561666939926,9,south,premium,0
44,34295.051248676915,673,74.8522248489805,7,south,checking,0
18,58253.42395261747,637,198.56034128060122,7,east,checking,0
21,68638.93535816822,660,272.39457279347107,8,west,checking,0
46,55583.19134273359,719,2.475306653583069,14,east,premium,0
46,49572.093238789625,648,396.1526502931283,5,north,savings,0
24,65307.723602095946,673,635.2643912012975,8,north,savings,0
22,36859.9019979491,799,102.35585767144238,5,west,checking,0
45,23215.890858269122,626,27.774551219557946,9,east,savings,0
18,58920.19142154394,610,191.72501270852803,5,south,checking,0
42,44573.590128808435,508,69.44890899645551,7,north,checking,1
19,35426.28621190984,744,111.71386670438095,6,west,checking,0
21,51289.07668075162,802,114.16957911702217,5,south,premium,0
36,52037.32097237334,799,282.4074296779059,3,south,savings,1
42,73597.15422886789,694,18.821323439854243,11,west,checking,0
42,58301.314662575875,628,58.15810590642545,4,east,savings,0
36,68257.00525653228,830,101.55089127587289,9,east,savings,0
26,68641.140445421,662,80.08905983589534,6,west,checking,0
27,61322.24117186105,689,40.316876566934646,11,south,savings,0
37,63084.16882922302,578,626.8522890573919,11,north,checking,0
42,50552.5451028623,620,188.2834934001593,7,west,checking,0
26,52742.40698696147,683,355.72683516742626,6,north,savings,0
28,60884.66488053002,613,134.33156879297235,7,north,checking,0
29,59994.316987581,542,42.09542227150474,4,north,checking,0
35,105098.0565217075,575,155.4575746110809,4,north,savings,0
25,63181.73704286613,599,198.6127529335996,7,south,savings,0
34,46592.85823006203,677,157.3139237522897,5,east,premium,0
37,39740.77176609758,737,214.68977999154413,10,east,savings,0
40,34477.946422064786,690,4.353303004188463,3,south,checking,0
39,77723.97317570572,720,392.4819325571571,8,west,savings,0
22,42267.23532943239,707,4.790778180285183,6,north,savings,0
35,68690.79580313744,654,46.97592814741976,12,north,checking,0
39,68581.93295474997,637,51.87466152388254,4,south,premium,0
28,43820.8389472384,701,172.51899689588083,10,south,savings,0
31,62508.00010869259,673,63.92042841655627,10,east,savings,0
48,71153.90627786427,621,90.47868000379557,17,south,premium,0
18,29006.656297478865,737,154.19553704367624,6,north,checking,0
56,65460.59778821813,833,337.7625874808994,11,east,premium,0
47,74437.3094288164,607,15.338332813577775,5,east,savings,0
32,54383.892989103224,714,190.12977545675224,7,south,premium,0
51,48163.82873229259,671,24.752293284774368,9,south,savings,0
25,49174.47429242234,616,167.3885815714425,7,south,savings,0
40,18229.815827849263,574,47.74273522190226,10,west,checking,0
21,43881.036669039604,761,88.02494177301081,7,east,savings,0
50,62389.71227371627,681,22.42967818908473,4,north,checking,0
28,35980.7283661588,537,89.42593642752506,11,east,checking,0
43,55074.514440229104,850,269.57102186665287,7,west,checking,0
37,69842.15132827993,579,139.93029838278522,4,south,savings,0
31,53388.183930007704,693,1797.7952816756042,3,south,savings,0
29,69506.60149996239,584,3.564374799767727,10,west,savings,0
60,38189.801092722904,727,74.68865178934627,12,south,savings,0
28,51114.39691471831,698,50.3417109826288,8,north,savings,0
40,77198.54978474019,661,11.274121979186594,9,south,premium,0
41,42895.05485702671,727,161.3629540658167,4,west,savings,0
46,54170.80385446926,691,550.95690291122,7,south,checking,0
46,112512.3634974969,685,239.45584422491243,7,south,premium,0
24,65873.11065632844,667,299.8840014499728,12,west,premium,0
35,58164.9345471754,687,531.0109011116298,9,south,premium,0
41,33574.24069041686,721,149.67242728045903,7,north,savings,0
38,48619.246494410036,850,552.6881307356474,7,east,checking,0
28,49897.507394900465,687,161.79103756912738,7,west,premium,0
30,38169.67302777983,663,35.993124079788814,14,south,premium,0
34,43630.75890932556,780,122.43669792763696,7,north,savings,0
23,62854.308218466955,737,100.68997490844852,6,north,premium,0
34,43370.27036325283,693,113.28492904066901,8,north,checking,0
41,60120.347870426805,678,623.5160975616029,7,north,savings,0
40,31246.866213451507,714,262.83696447109827,9,north,checking,0
40,35785.08138819972,645,25.40741767382343,6,west,savings,0
26,80264.20244568,612,9.506073490223477,8,east,checking,0
18,69585.74137686525,645,279.45898871867837,7,east,savings,0
38,64799.89955804425,623,185.17420293616385,10,south,checking,0
27,65603.69418240036,593,317.212779242987,7,west,savings,0
39,50957.179188667986,708,93.85868718935244,5,south,premium,0
50,69468.06013120434,591,81.5671749954634,7,south,checking,0
37,45508.57022323436,599,1.1853443302300966,5,east,savings,0
32,68238.1574561435,623,127.18705562253007,3,west,savings,0
27,47112.52336241675,823,27.024321202674084,8,north,savings,0
25,66599.93721362537,683,116.65795240600754,8,west,savings,0
47,63377.32690546861,596,125.25867080373717,9,south,checking,0
18,62248.881862233735,657,54.53038590852878,7,south,checking,0
33,31931.55125393032,623,67.64522604571549,13,north,savings,0
47,43849.657406277256,692,129.37638954588448,8,south,checking,0
24,70888.45210101835,619,191.14326848429053,12,east,savings,0
34,52441.12182473897,678,232.82561428035058,8,east,premium,0
32,53007.075668580124,756,595.8726698348714,9,north,premium,0
40,50141.326684848435,824,89.12650150296719,5,north,checking,0
49,71466.64970421343,690,94.76469665095117,6,north,checking,0
30,58788.47268706108,801,13.97803233356283,7,south,premium,0
24,51283.54948634086,533,67.19121502882413,7,north,savings,0
28,46188.792605030685,751,99.11667012397264,7,east,checking,0
54,53960.36325971549,626,264.7918712437705,13,south,premium,0
54,51184.0226480204,717,11.75618386198725,6,south,savings,0
39,71099.30885944281,743,25.724811535266774,3,west,checking,0
41,58172.185396173336,610,7.113775936546203,7,west,savings,0
28,53008.03790892361,722,94.49243660067894,7,east,savings,0
45,10000.0,664,32.50076463131102,9,north,checking,0
32,54647.38544373936,521,329.5898791951223,6,south,savings,0
26,59917.332194188275,638,184.0303886618919,11,south,checking,1
37,36017.48098906997,614,487.87531140290275,5,south,premium,0
32,73303.53028521391,533,250.66848642085694,8,north,savings,0
37,43523.35905406704,639,76.91750042683599,5,west,premium,0
34,38507.88500409399,644,3.9677509487090696,4,west,savings,0
38,40803.657167915255,638,83.87545772388007,9,west,checking,0
36,43623.13782623754,748,63.08841120504328,13,south,savings,0
53,52431.981568759205,766,117.43798524561522,8,north,checking,0
42,48930.389592363164,660,95.20560775034858,10,south,savings,1
31,53828.35004734904,710,95.69115926663605,10,south,savings,0
40,48709.64923068254,691,63.275025022040886,9,south,checking,0
29,47511.72122426212,799,230.4831779714953,5,east,savings,0
34,22222.427068215467,676,158.7559356502453,6,east,checking,1
24,60357.91970392001,674,78.27404215445384,6,south,checking,0
24,61290.14176824629,650,41.873968477010756,6,north,checking,0
36,73910.00121134262,770,288.8550025339401,9,south,savings,0
20,41042.09813215281,587,26.61877479743615,8,north,savings,0
36,65938.16426983087,623,786.8177884621422,7,south,savings,0
31,57063.33600448569,596,828.7730061473815,7,east,savings,0
35,75278.63415388534,778,65.83696469040797,8,north,savings,0
42,68379.50221917129,825,23.356062600643774,7,north,checking,0
45,74733.94385782615,719,45.86202651834927,12,south,savings,0
39,58920.42620118397,635,114.84091635946133,5,east,savings,0
26,56467.707902684284,714,137.2267712967527,8,east,checking,0
41,65444.745084632406,573,158.3433482490471,12,south,savings,0
49,76533.12754217716,736,92.54121006817137,7,west,checking,0
38,56158.378677206645,850,49.00239644975731,8,south,checking,0
18,46558.00758423681,718,194.07461260908207,13,east,savings,0
22,61981.48231206035,701,87.38312742758475,5,south,savings,0
38,60628.6613545595,572,56.82146348164666,7,north,checking,0
32,39870.75602739141,774,350.61697860455246,8,north,checking,0
57,41333.88388771287,720,4.644153969687019,5,east,checking,0
30,49759.48694802719,692,162.91729800748945,7,east,checking,0
32,50070.29543685007,608,349.77972546142627,6,north,savings,0
40,63273.70551724492,698,106.87514834472809,7,south,savings,0
18,64365.62988441564,551,56.154682429925906,8,south,savings,0
43,44339.93795934595,772,143.78027306523776,13,west,checking,0
32,40516.45392513318,689,47.14737127180499,4,east,checking,0
20,37141.19679310965,658,157.40548570872647,10,south,checking,0
30,42639.86213705401,654,41.52741482257134,8,north,savings,0
46,57705.169342683184,702,126.01289778458417,9,east,checking,0
37,67309.7725013991,512,1.0,14,south,savings,0
18,58782.99407336223,709,397.87628796574745,6,north,savings,0
39,60701.31784175708,542,217.32243656344784,9,south,checking,0
31,36831.77487261614,684,64.27087478882267,8,south,checking,0
37,68707.19116305484,689,270.45029484019915,7,east,checking,0
22,60756.1482182555,603,42.61649655700726,9,north,premium,0
44,60528.2863409048,666,602.8935853332847,4,north,savings,0
44,54847.70661042105,600,21.547031121854637,8,north,savings,0
36,61117.974024865085,744,22.03309755453738,4,west,premium,0
35,56157.84889512023,652,154.89953479718977,10,south,savings,0
46,53741.74852012433,571,110.89015157888335,9,east,premium,0
39,75206.89376702161,610,63.8176918812303,13,west,checking,0
32,48813.27426737881,656,77.49798175500293,6,south,premium,0
33,59168.017749300554,678,498.8152934073066,4,west,checking,0
39,44731.43803318372,680,8.368915695097558,8,north,savings,0
53,63800.41786303695,749,117.25764403726416,10,east,savings,0
30,48794.244762828246,836,42.165891514891406,7,east,checking,0
30,61409.37353990245,678,124.30366001063804,13,north,savings,0
43,57703.177433730845,618,219.0344971871644,14,east,checking,0
29,43079.156236907394,808,213.87163237336932,9,west,savings,0
25,92860.29502186924,810,2.553424527169668,10,south,savings,0
24,49221.52537531755,609,92.64395340237763,11,north,savings,0
49,64219.10388386981,850,50.65375126647222,7,west,checking,0
26,65317.8789604139,653,41.41329363165778,8,north,checking,0
32,37690.31507285731,743,21.590232146818952,8,north,checking,0
20,60513.36628435631,517,22.268202768364834,5,west,savings,0
34,47319.36367661155,650,13.873784992162609,6,south,savings,0
31,43886.10493043113,767,405.14928828423774,8,east,savings,0
33,49136.55039812697,558,155.75544440344186,12,south,checking,0
30,111039.59248550833,619,9.861812965413993,6,north,checking,0
35,63997.83952707787,751,310.59433784936584,5,north,savings,0
33,45808.02616481015,689,138.7548458828749,11,east,checking,0
32,55494.840098738336,670,253.5144362818858,5,south,premium,0
28,68834.08312198689,641,3.252570258680057,10,west,checking,0
28,75882.78190328497,661,75.20713950135293,7,east,premium,0
43,62222.42374345533,810,52.27613029738276,9,south,checking,0
33,49082.69629593774,663,35.62351738892739,7,west,premium,0
46,64868.88477102466,704,133.2610739302676,14,south,checking,0
30,42346.0753299364,734,217.84010073846008,7,west,savings,0
29,40073.13053990763,769,311.237764335204,10,south,savings,0
45,80118.239539481,604,146.67819313649923,10,north,savings,0
33,40633.52207014768,673,60.10381391706359,8,south,savings,0
32,61155.35840674854,555,168.62890114501602,11,north,checking,0
31,86840.3495162088,737,245.69611540914778,7,west,checking,0
49,70389.03487879218,528,28.1026524670464,7,south,savings,0
35,28654.30816466241,513,384.34683656701174,6,north,checking,0
41,68770.34902999084,645,106.81424484936058,9,north,checking,0
45,39170.73612794856,684,96.01169050001857,4,west,savings,0
39,44583.28731330613,641,156.80717029619336,7,north,checking,0
24,70556.99972104354,685,237.63330354909314,4,west,checking,0
38,73148.51875414263,696,72.6729585970837,7,east,premium,0
48,70558.68941360194,540,23.412051415182084,10,south,checking,0
43,93558.8565698314,781,138.1512572586648,8,north,premium,0
